word,assigned_level,short_reason,sources,difficulty_score
Assuage,level1,"frequency: often heard and read by children | concept: clear and concrete | structure: not difficult to spell, but longer than everyday words | nuance: meaning is rarely confused",ExamNinja,2.0
Assumption,level4,"frequency: low‑frequency, high‑level vocabulary — concept: subtle meaning that depends strongly on context — structure: ends with “-tion”, a common but longer word ending — nuance: subtle register and connotations; easy",TrickyList2024,4.0
Astounding,level3,frequency: relatively uncommon outside reading and lessons | concept: more nuanced than a simple everyday term | structure: multi-syllable form that needs careful pronunciation | nuance: can be confused with near‑synonym,ExamNinja,3.25
Astute,level1,frequency: high‑use everyday word — concept: simple meaning tied to everyday situations — structure: longer spelling and likely more syllables — nuance: usually literal and unambiguous,TrickyList2024|ExamNinja,2.0
Asunder,level2,"frequency: seen regularly, though slightly less everyday | concept: moderately abstract compared with basic words | structure: ends with “-er”, a common but longer word ending | nuance: meaning shifts slightly across con",11PlusGuideY5-6|11PlusSuccess2019-2020|ExamNinja,2.25
Atrocious,level3,"frequency: less common; often appears in formal writing | concept: abstract or specialised idea | structure: has the suffix “-ous”, which often appears in formal vocabulary | nuance: used for precise shades of meaning",ExamNinja,3.0
Attached,level2,"frequency: seen regularly, though slightly less everyday — concept: understandable but can vary by context — structure: longer spelling and likely more syllables — nuance: sometimes overlaps with similar words",11PlusGuideY5-6|ExamNinja,2.75
Attempt,level1,"frequency: very common in everyday speech; concept: simple meaning tied to everyday situations; structure: not difficult to spell, but longer than everyday words; nuance: meaning is rarely confused",11PlusGuideY5-6|ExamNinja,2.0
Attentive,level3,"frequency: less common; often appears in formal writing; concept: more nuanced than a simple everyday term; structure: ends with “-ive”, a common but longer word ending; nuance: can be confused with near‑synonyms if used",ExamNinja,3.0
Attribute,level2,"frequency: seen regularly, though slightly less everyday; concept: understandable but can vary by context; structure: longer spelling and likely more syllables; nuance: sometimes overlaps with similar words",TrickyList2024|ExamNinja,2.75
Audacious,level3,"frequency: more bookish and not used daily; concept: precise meaning used in careful writing; structure: ends with “-ous”, a common but longer word ending; nuance: used for precise shades of meaning",ExamNinja,3.25
Augment,level2,"frequency: common, but not constant in daily talk | concept: moderately abstract compared with basic words | structure: has the suffix “-ment”, which often appears in formal vocabulary | nuance: meaning shifts slightly a",ExamNinja,2.5
Augmenting,level3,"frequency: more bookish and not used daily | concept: abstract or specialised idea | structure: extended spelling, which can slow reading | nuance: often used in a particular register (formal/precise)",11PlusSuccess2019-2020|ExamNinja,3.25
Auspicious,level4,"frequency: uncommon and quite formal; concept: highly nuanced or abstract; structure: has the suffix “-ous”, which often appears in formal vocabulary; nuance: strong connotation and precise usage expected",ExamNinja,3.5
Austere,level1,"frequency: very common in everyday speech; concept: easy, straightforward idea; structure: medium length with more to sound out; nuance: meaning is rarely confused",ExamNinja,2.0
Austerity,level4,"frequency: low‑frequency, high‑level vocabulary — concept: highly nuanced or abstract — structure: has the suffix “-ity”, which often appears in formal vocabulary — nuance: subtle register and connotations; easy to misus",ExamNinja,3.5
Authentic,level3,frequency: more bookish and not used daily; concept: precise meaning used in careful writing; structure: “-ic” ending makes it more multi-syllable; nuance: used for precise shades of meaning,11PlusSuccess2019-2020|ExamNinja,3.0
Authoritarian,level3,"frequency: more bookish and not used daily — concept: precise meaning used in careful writing — structure: has the suffix “-arian”, which often appears in formal vocabulary — nuance: used for precise shades of meaning",ExamNinja,3.25
Autonomous,level4,"frequency: uncommon and quite formal; concept: subtle meaning that depends strongly on context; structure: built with “auto-” and “-ous”, so it is longer and more complex; nuance: meaning can be delicate and context‑depe",ExamNinja,3.5
Available,level3,"frequency: less common; often appears in formal writing; concept: precise meaning used in careful writing; structure: has the suffix “-able”, which often appears in formal vocabulary; nuance: often used in a particular r",11PlusGuideY5-6|ExamNinja,3.0
Avenge,level1,"frequency: very common in everyday speech | concept: easy, straightforward idea | structure: medium length with more to sound out | nuance: meaning is rarely confused",TrickyList2024,2.0
Aversion,level3,"frequency: relatively uncommon outside reading and lessons; concept: more nuanced than a simple everyday term; structure: has the suffix “-sion”, which often appears in formal vocabulary; nuance: often used in a particul",ExamNinja,3.25
Avowed,level2,"frequency: common, but not constant in daily talk | concept: understandable but can vary by context | structure: longer spelling and likely more syllables | nuance: can be used figuratively as well as literally",11PlusGuideY5-6|ExamNinja,2.25
Awkward,level1,"frequency: high‑use everyday word — concept: easy, straightforward idea — structure: “-ward” ending makes it more multi-syllable — nuance: used in a straightforward way",11PlusGuideY5-6|ExamNinja,2.0
Awry,level1,frequency: high‑use everyday word | concept: clear and concrete | structure: few syllables and easy to decode | nuance: meaning is rarely confused,TrickyList2024|ExamNinja,1.75
Axiom,level1,frequency: very common in everyday speech; concept: clear and concrete; structure: short and simple in form; nuance: used in a straightforward way,11PlusSuccess2019-2020|ExamNinja,1.75
Baleful,level2,"frequency: seen regularly, though slightly less everyday; concept: mostly clear, with a slightly broader meaning; structure: has the suffix “-ful”, which often appears in formal vocabulary; nuance: meaning shifts slightl",11PlusSuccess2019-2020|ExamNinja,2.25
Banal,level1,"frequency: very common in everyday speech; concept: clear and concrete; structure: ends with “-al”, a common but longer word ending; nuance: meaning is rarely confused",ExamNinja,2.0
Banish,level1,frequency: often heard and read by children; concept: simple meaning tied to everyday situations; structure: compact spelling with no tricky affixes; nuance: meaning is rarely confused,11PlusGuideY5-6|ExamNinja,2.0
Barbarian,level2,"frequency: seen regularly, though slightly less everyday — concept: moderately abstract compared with basic words — structure: has the suffix “-arian”, which often appears in formal vocabulary — nuance: meaning shifts sl",11PlusSuccess2019-2020|ExamNinja,2.75
Barbaric,level3,frequency: relatively uncommon outside reading and lessons — concept: abstract or specialised idea — structure: “-ic” ending makes it more multi-syllable — nuance: can be confused with near‑synonyms if used loosely,TrickyList2024,3.0
